estado,cod_municipio_ibge,nome_municipio,regiao,populacao,leitos_uti_total,leitos_uti_100k_hab,leitos_uti_sus_total,leitos_uti_sus_100k_hab,medicos_total,medicos_sus,medicos_100k_hab,medicos_sus_100k_hab,enfermeiros_total,enfermeiros_sus,enfermeiros_100k_hab,enfermeiros_sus_100k_hab
São Paulo,3542503,Reginópolis,Sudeste,9621,0,0,0,0,3,3,31.1817898347365,31.1817898347365,10,10,103.939299449122,103.939299449122
São Paulo,3542602,Registro,Sudeste,56322,10,17.7550513120983,0,0,111,78,197.081069564291,138.489400234367,113,110,200.632079826711,195.305564433081
Rio Grande do Sul,4315453,Relvado,Sul,2090,0,0,0,0,5,4,239.234449760766,191.387559808612,2,2,95.6937799043062,95.6937799043062
Bahia,2926004,Remanso,Nordeste,41008,0,0,0,0,26,22,63.4022629730784,53.6480686695279,30,27,73.156457276629,65.8408115489661
Paraíba,2512705,Remígio,Nordeste,19621,0,0,0,0,9,9,45.8692217522043,45.8692217522043,13,13,66.2555425309617,66.2555425309617
Paraná,4121604,Renascença,Sul,6802,0,0,0,0,3,3,44.1046750955601,44.1046750955601,6,6,88.2093501911203,88.2093501911203
Ceará,2311702,Reriutaba,Nordeste,18491,0,0,0,0,7,7,37.8562543940295,37.8562543940295,27,27,146.016981234114,146.016981234114
Rio de Janeiro,3304201,Resende,Sudeste,131341,41,31.2164518314921,9,6.85239186544948,327,219,248.970237777998,166.741535392604,202,156,153.798128535644,118.774792334458
Minas Gerais,3154200,Resende Costa,Sudeste,11500,0,0,0,0,9,8,78.2608695652174,69.5652173913044,8,8,69.5652173913044,69.5652173913044
Paraná,4121703,Reserva,Sul,26715,0,0,0,0,15,9,56.1482313307131,33.6889387984278,16,15,59.8914467527606,56.1482313307131
Mato Grosso,5107156,Reserva do Cabaçal,Centro-Oeste,2732,0,0,0,0,1,1,36.6032210834553,36.6032210834553,4,4,146.412884333821,146.412884333821
Paraná,4121752,Reserva do Iguaçu,Sul,8010,0,0,0,0,1,1,12.4843945068664,12.4843945068664,3,3,37.4531835205993,37.4531835205993
Minas Gerais,3154309,Resplendor,Sudeste,17397,0,0,0,0,21,19,120.710467321952,109.214232338909,22,22,126.458584813474,126.458584813474
Minas Gerais,3154408,Ressaquinha,Sudeste,4808,0,0,0,0,0,0,0,0,5,5,103.993344425957,103.993344425957
São Paulo,3542701,Restinga,Sudeste,7593,0,0,0,0,4,4,52.6801000921902,52.6801000921902,5,5,65.8501251152377,65.8501251152377
Rio Grande do Sul,4315503,Restinga Sêca,Sul,15789,0,0,0,0,9,6,57.0017100513015,38.001140034201,11,11,69.6687567293686,69.6687567293686
Bahia,2926103,Retirolândia,Nordeste,14396,0,0,0,0,5,5,34.7318699638789,34.7318699638789,14,14,97.2492358988608,97.2492358988608
Maranhão,2109502,Riachão,Nordeste,20195,0,0,0,0,7,7,34.6620450606586,34.6620450606586,9,9,44.565486506561,44.565486506561
Paraíba,2512747,Riachão,Nordeste,3588,0,0,0,0,2,2,55.7413600891862,55.7413600891862,6,6,167.224080267559,167.224080267559
Bahia,2926202,Riachão das Neves,Nordeste,22339,0,0,0,0,5,5,22.3823805899996,22.3823805899996,13,13,58.1941895339988,58.1941895339988
Paraíba,2512754,Riachão do Bacamarte,Nordeste,4521,0,0,0,0,0,0,0,0,1,1,22.11900022119,22.11900022119
Sergipe,2805802,Riachão do Dantas,Nordeste,19805,0,0,0,0,5,5,25.2461499621308,25.2461499621308,15,15,75.7384498863923,75.7384498863923
Bahia,2926301,Riachão do Jacuípe,Nordeste,33436,0,0,0,0,17,14,50.8434023208518,41.8710372054073,32,32,95.7052278980739,95.7052278980739
Paraíba,2512762,Riachão do Poço,Nordeste,4509,0,0,0,0,2,2,44.3557329784875,44.3557329784875,2,2,44.3557329784875,44.3557329784875
Tocantins,1718550,Riachinho,Norte,4645,0,0,0,0,1,1,21.5285252960172,21.5285252960172,1,1,21.5285252960172,21.5285252960172
Minas Gerais,3154457,Riachinho,Sudeste,8136,0,0,0,0,3,3,36.8731563421829,36.8731563421829,6,6,73.7463126843658,73.7463126843658
Rio Grande do Norte,2410702,Riacho da Cruz,Nordeste,3579,0,0,0,0,2,2,55.8815311539536,55.8815311539536,4,4,111.763062307907,111.763062307907
Pernambuco,2611705,Riacho das Almas,Nordeste,20546,0,0,0,0,6,6,29.2027645283754,29.2027645283754,12,12,58.4055290567507,58.4055290567507
Rio Grande do Norte,2410801,Riacho de Santana,Nordeste,4204,0,0,0,0,2,2,47.5737392959087,47.5737392959087,2,2,47.5737392959087,47.5737392959087
Bahia,2926400,Riacho de Santana,Nordeste,35421,0,0,0,0,10,9,28.2318398690043,25.4086558821038,23,23,64.9332316987098,64.9332316987098
Paraíba,2512788,Riacho de Santo Antônio,Nordeste,1948,0,0,0,0,1,1,51.3347022587269,51.3347022587269,5,5,256.673511293634,256.673511293634
Paraíba,2512804,Riacho dos Cavalos,Nordeste,8526,0,0,0,0,3,3,35.1864883884588,35.1864883884588,9,9,105.559465165377,105.559465165377
Minas Gerais,3154507,Riacho dos Machados,Sudeste,9481,0,0,0,0,1,1,10.547410610695101,10.547410610695101,6,5,63.2844636641704,52.7370530534754
Piauí,2208858,Riacho Frio,Nordeste,4312,0,0,0,0,1,1,23.191094619666,23.1910946196661,3,3,69.5732838589982,69.5732838589982
Rio Grande do Norte,2410900,Riachuelo,Nordeste,8128,0,0,0,0,3,3,36.9094488188976,36.9094488188976,5,5,61.5157480314961,61.5157480314961
Sergipe,2805901,Riachuelo,Nordeste,10213,0,0,0,0,4,4,39.1657691177911,39.1657691177911,7,7,68.5400959561343,68.5400959561343
Goiás,5218607,Rialma,Centro-Oeste,10918,0,0,0,0,9,9,82.432679978018,82.4326799780179,12,12,109.910239970691,109.910239970691
Goiás,5218706,Rianápolis,Centro-Oeste,4801,0,0,0,0,3,3,62.4869818787753,62.4869818787753,6,6,124.973963757551,124.973963757551
Maranhão,2109551,Ribamar Fiquene,Nordeste,7791,0,0,0,0,3,3,38.5059684251059,38.5059684251059,5,5,64.1766140418432,64.1766140418432
Mato Grosso do Sul,5007109,Ribas do Rio Pardo,Centro-Oeste,24615,0,0,0,0,13,13,52.8133252082064,52.8133252082064,11,11,44.6881982530977,44.6881982530977
São Paulo,3542800,Ribeira,Sudeste,3340,0,0,0,0,2,2,59.8802395209581,59.8802395209581,2,2,59.8802395209581,59.8802395209581
Bahia,2926509,Ribeira do Amparo,Nordeste,14592,0,0,0,0,8,8,54.8245614035088,54.8245614035088,15,15,102.796052631579,102.796052631579
Piauí,2208874,Ribeira do Piauí,Nordeste,4477,0,0,0,0,2,2,44.6727719454992,44.6727719454992,1,1,22.3363859727496,22.3363859727496
Bahia,2926608,Ribeira do Pombal,Nordeste,53807,7,13.0094597357221,7,13.0094597357221,26,20,48.3208504469679,37.1698849592061,58,56,107.792666381698,104.075677885777
Pernambuco,2611804,Ribeirão,Nordeste,47415,0,0,0,0,10,10,21.0903722450701,21.0903722450701,20,20,42.1807444901402,42.1807444901402
São Paulo,3542909,Ribeirão Bonito,Sudeste,13219,0,0,0,0,3,3,22.6946062485816,22.6946062485816,9,9,68.0838187457448,68.0838187457448
São Paulo,3543006,Ribeirão Branco,Sudeste,16444,0,0,0,0,7,7,42.5687180734614,42.5687180734614,17,17,103.381172464121,103.381172464121
Mato Grosso,5107180,Ribeirão Cascalheira,Centro-Oeste,10206,0,0,0,0,4,4,39.1926317852244,39.1926317852244,7,7,68.5871056241427,68.5871056241427
Paraná,4121802,Ribeirão Claro,Sul,10668,0,0,0,0,6,6,56.2429696287964,56.2429696287964,7,7,65.6167979002625,65.6167979002625
São Paulo,3543105,Ribeirão Corrente,Sudeste,4718,0,0,0,0,5,5,105.977108944468,105.977108944468,3,3,63.5862653666808,63.5862653666808
Minas Gerais,3154606,Ribeirão das Neves,Sudeste,334858,0,0,0,0,119,111,35.5374516959428,33.1483793130222,185,181,55.2472988550371,54.0527626635768
Bahia,2926657,Ribeirão do Largo,Nordeste,5812,0,0,0,0,2,2,34.4115622849277,34.4115622849277,9,9,154.852030282175,154.852030282175
Paraná,4121901,Ribeirão do Pinhal,Sul,13029,0,0,0,0,5,4,38.3759306163174,30.700744493054,10,10,76.7518612326349,76.7518612326349
São Paulo,3543204,Ribeirão do Sul,Sudeste,4541,0,0,0,0,2,2,44.0431622990531,44.0431622990531,5,5,110.107905747633,110.107905747633
São Paulo,3543238,Ribeirão dos Índios,Sudeste,2225,0,0,0,0,0,0,0,0,1,1,44.9438202247191,44.9438202247191
São Paulo,3543253,Ribeirão Grande,Sudeste,7673,0,0,0,0,2,2,26.0654242147791,26.0654242147791,4,4,52.1308484295582,52.1308484295582
São Paulo,3543303,Ribeirão Pires,Sudeste,123393,11,8.91460617701166,0,0,217,101,175.860867310139,81.8522930798344,108,60,87.5252242833872,48.6251246018818
São Paulo,3543402,Ribeirão Preto,Sudeste,703293,171,24.3141905294095,84,11.9438128916398,3277,2381,465.950891022661,338.550220178503,1410,1169,200.485430681096,166.218062741987
Minas Gerais,3154705,Ribeirão Vermelho,Sudeste,4033,0,0,0,0,2,2,49.5908752789487,49.5908752789487,3,3,74.386312918423,74.386312918423
Mato Grosso,5107198,Ribeirãozinho,Centro-Oeste,2405,0,0,0,0,1,1,41.5800415800416,41.5800415800416,6,6,249.480249480249,249.480249480249
Piauí,2208908,Ribeiro Gonçalves,Nordeste,7341,0,0,0,0,3,3,40.8663669799755,40.8663669799755,5,5,68.1106116332925,68.1106116332925
Sergipe,2806008,Ribeirópolis,Nordeste,18652,0,0,0,0,3,3,16.0840660518979,16.0840660518979,8,7,42.8908428050611,37.5294874544285
São Paulo,3543600,Rifaina,Sudeste,3629,0,0,0,0,7,7,192.890603472031,192.890603472031,2,2,55.1116009920088,55.1116009920088
São Paulo,3543709,Rincão,Sudeste,10799,0,0,0,0,8,7,74.0809334197611,64.820816742291,9,8,83.3410500972312,74.0809334197611
São Paulo,3543808,Rinópolis,Sudeste,9981,0,0,0,0,19,19,190.361687205691,190.361687205691,10,10,100.190361687206,100.190361687206
Minas Gerais,3154804,Rio Acima,Sudeste,10312,0,0,0,0,8,8,77.5795190069822,77.5795190069822,10,10,96.9743987587277,96.9743987587277
Paraná,4122008,Rio Azul,Sul,15236,0,0,0,0,8,7,52.5072197427146,45.9438172748753,8,8,52.5072197427146,52.5072197427146
Espírito Santo,3204351,Rio Bananal,Sudeste,19141,0,0,0,0,7,7,36.5707120840082,36.5707120840082,9,9,47.0194869651533,47.0194869651533
Paraná,4122107,Rio Bom,Sul,3203,0,0,0,0,1,1,31.2207305650952,31.2207305650952,6,6,187.324383390571,187.324383390571
Rio de Janeiro,3304300,Rio Bonito,Sudeste,60201,10,16.6110197505025,5,8.30550987525124,114,99,189.365625155728,164.449095529975,75,75,124.582648128769,124.582648128769
Paraná,4122156,Rio Bonito do Iguaçu,Sul,13269,0,0,0,0,3,3,22.6090888537192,22.6090888537192,8,8,60.2909036099179,60.2909036099179
Acre,1200401,Rio Branco,Norte,407319,41,10.0658206467167,33,8.10175808150369,680,612,166.945318043106,150.250786238796,623,578,152.951372265964,141.90352033664
Mato Grosso,5107206,Rio Branco,Centro-Oeste,5156,0,0,0,0,1,1,19.3948797517455,19.3948797517455,5,5,96.9743987587277,96.9743987587277
Paraná,4122172,Rio Branco do Ivaí,Sul,4096,0,0,0,0,3,3,73.2421875,73.2421875,3,3,73.2421875,73.2421875
Paraná,4122206,Rio Branco do Sul,Sul,32397,0,0,0,0,12,11,37.0404667098805,33.9537611507238,15,15,46.3005833873507,46.3005833873507
Mato Grosso do Sul,5007208,Rio Brilhante,Centro-Oeste,37514,0,0,0,0,22,16,58.6447726182225,42.6507437223437,24,24,63.9761155835155,63.9761155835155
Minas Gerais,3154903,Rio Casca,Sudeste,13564,0,0,0,0,14,14,103.214391035093,103.214391035093,3,3,22.1173695075199,22.1173695075199
Rio de Janeiro,3304409,Rio Claro,Sudeste,18529,0,0,0,0,21,21,113.33585190782,113.33585190782,28,28,151.114469210427,151.114469210427
São Paulo,3543907,Rio Claro,Sudeste,206424,34,16.4709529899624,10,4.84439793822424,335,165,162.287330930512,79.9325659806999,251,166,121.594388249428,80.4170057745223
Rondônia,1100262,Rio Crespo,Norte,3764,0,0,0,0,3,3,79.7024442082891,79.7024442082891,5,5,132.837407013815,132.837407013815
Tocantins,1718659,Rio da Conceição,Norte,2130,0,0,0,0,1,1,46.9483568075117,46.9483568075117,2,2,93.8967136150235,93.8967136150235
Santa Catarina,4214409,Rio das Antas,Sul,6205,0,0,0,0,2,2,32.232070910556,32.232070910556,4,4,64.464141821112,64.464141821112
Rio de Janeiro,3304508,Rio das Flores,Sudeste,9284,0,0,0,0,8,8,86.1697544161999,86.1697544161999,15,15,161.568289530375,161.568289530375
Rio de Janeiro,3304524,Rio das Ostras,Sudeste,150674,10,6.63684510930884,0,0,175,132,116.144789412905,87.6063554428767,140,133,92.9158315303237,88.2700399538076
São Paulo,3544004,Rio das Pedras,Sudeste,35228,0,0,0,0,9,5,25.547859657091,14.1932553650505,16,16,45.4184171681617,45.4184171681617
Bahia,2926707,Rio de Contas,Nordeste,12989,0,0,0,0,2,2,15.3976441604435,15.3976441604435,15,15,115.482331203326,115.482331203326
Rio de Janeiro,3304557,Rio de Janeiro,Sudeste,6718903,2587,38.5033092455718,516,7.67982511430809,22073,13875,328.520890984734,206.506925312064,12921,9710,192.308178879796,144.517639263433
Bahia,2926806,Rio do Antônio,Nordeste,15371,0,0,0,0,4,4,26.023030381888,26.023030381888,9,8,58.5518183592479,52.0460607637759
Santa Catarina,4214508,Rio do Campo,Sul,5940,0,0,0,0,3,3,50.5050505050505,50.5050505050505,4,4,67.3400673400674,67.3400673400674
Rio Grande do Norte,2408953,Rio do Fogo,Nordeste,10848,0,0,0,0,11,11,101.401179941003,101.401179941003,15,15,138.274336283186,138.274336283186
Santa Catarina,4214607,Rio do Oeste,Sul,7489,0,0,0,0,4,4,53.4116704499933,53.4116704499933,3,3,40.058752837495,40.058752837495
Bahia,2926905,Rio do Pires,Nordeste,11655,0,0,0,0,4,4,34.3200343200343,34.3200343200343,8,8,68.6400686400686,68.6400686400686
Minas Gerais,3155108,Rio do Prado,Sudeste,5150,0,0,0,0,4,4,77.6699029126214,77.6699029126214,5,5,97.0873786407767,97.0873786407767
Santa Catarina,4214805,Rio do Sul,Sul,71061,20,28.1448333122247,19,26.7375916466135,219,203,308.185924768861,285.670058119081,118,110,166.054516542126,154.796583217236
Minas Gerais,3155009,Rio Doce,Sudeste,2610,0,0,0,0,0,0,0,0,3,3,114.942528735632,114.942528735632
Tocantins,1718709,Rio dos Bois,Norte,2834,0,0,0,0,0,0,0,0,3,3,105.857445306987,105.857445306987
Santa Catarina,4214706,Rio dos Cedros,Sul,11676,0,0,0,0,6,6,51.3874614594039,51.3874614594039,7,7,59.9520383693046,59.9520383693046
Rio Grande do Sul,4315552,Rio dos Índios,Sul,2752,0,0,0,0,4,4,145.348837209302,145.348837209302,1,1,36.3372093023256,36.3372093023256
Minas Gerais,3155207,Rio Espera,Sudeste,5474,0,0,0,0,3,3,54.8045305078553,54.8045305078553,6,6,109.609061015711,109.609061015711
Pernambuco,2611903,Rio Formoso,Nordeste,23535,0,0,0,0,7,7,29.7429360526875,29.7429360526875,14,14,59.485872105375,59.485872105375
Santa Catarina,4214904,Rio Fortuna,Sul,4611,0,0,0,0,5,5,108.436347863804,108.436347863804,12,11,260.24723487313,238.559965300369
Rio Grande do Sul,4315602,Rio Grande,Sul,211005,36,17.0612070804009,25,11.8480604725007,517,436,245.017890571313,206.630174640411,449,436,212.791166086112,206.630174640411
São Paulo,3544103,Rio Grande da Serra,Sudeste,50846,0,0,0,0,14,14,27.5341226448492,27.5341226448492,20,20,39.3344609212131,39.3344609212131
Piauí,2209005,Rio Grande do Piauí,Nordeste,6432,0,0,0,0,2,2,31.0945273631841,31.0945273631841,6,6,93.2835820895522,93.2835820895522
Alagoas,2707701,Rio Largo,Nordeste,75120,0,0,0,0,30,28,39.936102236421704,37.2736954206603,36,34,47.9233226837061,45.2609158679446
Minas Gerais,3155306,Rio Manso,Sudeste,5832,0,0,0,0,3,3,51.440329218107,51.440329218107,3,3,51.440329218107,51.440329218107
Pará,1506161,Rio Maria,Norte,18193,0,0,0,0,8,8,43.9729566316715,43.9729566316715,14,14,76.9526741054252,76.9526741054252
Santa Catarina,4215000,Rio Negrinho,Sul,42302,0,0,0,0,32,26,75.6465415346792,61.4628149969269,27,27,63.8267694198856,63.8267694198856
Paraná,4122305,Rio Negro,Sul,34170,0,0,0,0,104,89,304.360550190225,260.462393912789,24,24,70.2370500438982,70.2370500438982
Mato Grosso do Sul,5007307,Rio Negro,Centro-Oeste,4831,0,0,0,0,2,2,41.3992962119644,41.3992962119644,4,4,82.7985924239288,82.7985924239288
Minas Gerais,3155405,Rio Novo,Sudeste,8949,0,0,0,0,4,4,44.6977315901218,44.6977315901218,5,5,55.8721644876523,55.8721644876523
Espírito Santo,3204401,Rio Novo do Sul,Sudeste,11622,0,0,0,0,8,8,68.8349681638272,68.8349681638272,11,11,94.6480812252624,94.6480812252624
Minas Gerais,3155504,Rio Paranaíba,Sudeste,12313,0,0,0,0,6,5,48.7289856249492,40.607488020791,13,12,105.579468854057,97.4579712498985
Rio Grande do Sul,4315701,Rio Pardo,Sul,38275,0,0,0,0,34,21,88.8308295231875,54.8661005878511,41,41,107.119529719138,107.119529719138
Minas Gerais,3155603,Rio Pardo de Minas,Sudeste,30914,0,0,0,0,13,13,42.0521446593776,42.0521446593776,21,21,67.9303875266869,67.9303875266869
Minas Gerais,3155702,Rio Piracicaba,Sudeste,14339,0,0,0,0,3,2,20.9219610851524,13.9479740567683,7,7,48.8179091986889,48.8179091986889
Minas Gerais,3155801,Rio Pomba,Sudeste,17910,0,0,0,0,25,19,139.586823003908,106.08598548297,17,17,94.9190396426577,94.9190396426577
Minas Gerais,3155900,Rio Preto,Sudeste,5476,0,0,0,0,4,4,73.0460189919649,73.0460189919649,7,7,127.830533235939,127.830533235939
Amazonas,1303569,Rio Preto da Eva,Norte,33347,0,0,0,0,15,15,44.981557561399804,44.981557561399804,30,29,89.9631151227997,86.9643446187063
Goiás,5218789,Rio Quente,Centro-Oeste,4493,0,0,0,0,4,4,89.0273759180948,89.0273759180948,3,3,66.7705319385711,66.7705319385711
Bahia,2927002,Rio Real,Nordeste,40732,0,0,0,0,13,11,31.9159383285869,27.0057939703427,26,26,63.8318766571737,63.8318766571737
Santa Catarina,4215059,Rio Rufino,Sul,2483,0,0,0,0,2,2,80.5477245267821,80.5477245267821,3,3,120.821586790173,120.821586790173
Tocantins,1718758,Rio Sono,Norte,6478,0,0,0,0,2,2,30.8737264587836,30.8737264587836,5,5,77.1843161469589,77.1843161469589
Paraíba,2512903,Rio Tinto,Nordeste,24176,0,0,0,0,15,15,62.0450033090669,62.0450033090669,26,26,107.544672402383,107.544672402383
Goiás,5218805,Rio Verde,Centro-Oeste,235647,39,16.5501788692409,18,7.63854409349578,268,219,113.729434280937,92.9356198041987,169,160,71.7174417667104,67.8981697199625
Mato Grosso do Sul,5007406,Rio Verde de Mato Grosso,Centro-Oeste,19746,0,0,0,0,17,14,86.0933860022283,70.9004355312468,12,12,60.7718018839259,60.7718018839259
Minas Gerais,3156007,Rio Vermelho,Sudeste,12846,0,0,0,0,4,4,31.1380974622451,31.1380974622451,10,10,77.8452436556126,77.8452436556126
São Paulo,3544202,Riolândia,Sudeste,12518,0,0,0,0,6,6,47.9309793896789,47.9309793896789,14,14,111.838951909251,111.838951909251
Rio Grande do Sul,4315750,Riozinho,Sul,4653,0,0,0,0,5,5,107.457554266065,107.457554266065,6,6,128.949065119278,128.949065119278
Santa Catarina,4215075,Riqueza,Sul,4598,0,0,0,0,2,2,43.4971726837756,43.4971726837756,4,4,86.9943453675511,86.9943453675511
Minas Gerais,3156106,Ritápolis,Sudeste,4604,0,0,0,0,7,7,152.041702867072,152.041702867072,4,4,86.8809730668983,86.8809730668983
São Paulo,3543501,Riversul,Sudeste,5524,0,0,0,0,1,1,18.1028240405503,18.1028240405503,6,6,108.616944243302,108.616944243302
Rio Grande do Sul,4315800,Roca Sales,Sul,11393,0,0,0,0,5,5,43.886597033266,43.886597033266,7,7,61.4412358465725,61.4412358465725
Mato Grosso do Sul,5007505,Rochedo,Centro-Oeste,5499,0,0,0,0,1,1,18.1851245681033,18.1851245681033,7,7,127.295871976723,127.295871976723
Minas Gerais,3156205,Rochedo de Minas,Sudeste,2305,0,0,0,0,2,2,86.7678958785249,86.7678958785249,2,2,86.7678958785249,86.7678958785249
Santa Catarina,4215109,Rodeio,Sul,11551,0,0,0,0,7,5,60.6008137823565,43.2862955588261,7,6,60.6008137823565,51.9435546705913
Rio Grande do Sul,4315909,Rodeio Bonito,Sul,5867,0,0,0,0,6,4,102.266916652463,68.1779444349753,11,11,187.489347196182,187.489347196182
Minas Gerais,3156304,Rodeiro,Sudeste,8109,0,0,0,0,3,3,36.9959304476508,36.9959304476508,4,4,49.3279072635344,49.3279072635344
Bahia,2927101,Rodelas,Nordeste,9331,0,0,0,0,7,7,75.0187546886722,75.0187546886722,9,9,96.4526845997214,96.4526845997214
Rio Grande do Norte,2411007,Rodolfo Fernandes,Nordeste,4467,0,0,0,0,3,3,67.1591672263264,67.1591672263264,6,6,134.318334452653,134.318334452653
Acre,1200427,Rodrigues Alves,Norte,18930,0,0,0,0,6,6,31.6957210776545,31.6957210776545,10,10,52.8262017960909,52.8262017960909
Rio Grande do Sul,4315958,Rolador,Sul,2323,0,0,0,0,1,1,43.0477830391735,43.0477830391735,1,1,43.0477830391735,43.0477830391735
Paraná,4122404,Rolândia,Sul,66580,0,0,0,0,35,28,52.5683388404926,42.0546710723941,56,56,84.1093421447882,84.1093421447882
Rio Grande do Sul,4316006,Rolante,Sul,21349,0,0,0,0,22,18,103.049323153309,84.3130825799803,17,17,79.6290224366481,79.6290224366481
Rondônia,1100288,Rolim de Moura,Norte,55058,0,0,0,0,41,30,74.4669257873515,54.4879944785499,41,38,74.4669257873515,69.0181263394965
Minas Gerais,3156403,Romaria,Sudeste,3533,0,0,0,0,3,3,84.9136711010473,84.9136711010473,4,4,113.21822813473,113.21822813473
Santa Catarina,4215208,Romelândia,Sul,4786,0,0,0,0,3,3,62.6828249059758,62.6828249059758,3,3,62.6828249059758,62.6828249059758
Paraná,4122503,Roncador,Sul,9849,0,0,0,0,6,5,60.9198903441974,50.7665752868312,9,9,91.3798355162961,91.3798355162961
Rio Grande do Sul,4316105,Ronda Alta,Sul,10601,0,0,0,0,4,4,37.7322894066597,37.7322894066597,19,19,179.228374681634,179.228374681634
Rio Grande do Sul,4316204,Rondinha,Sul,5130,0,0,0,0,2,2,38.9863547758285,38.9863547758285,5,5,97.4658869395711,97.4658869395711
Mato Grosso,5107578,Rondolândia,Centro-Oeste,4001,0,0,0,0,9,9,224.943764058985,224.943764058985,5,5,124.968757810547,124.968757810547
Paraná,4122602,Rondon,Sul,9579,0,0,0,0,4,3,41.7580123186136,31.3185092389602,8,7,83.5160246372273,73.0765215575739
Pará,1506187,Rondon do Pará,Norte,52357,0,0,0,0,9,9,17.1896785530111,17.1896785530111,20,20,38.1992856733579,38.1992856733579
Mato Grosso,5107602,Rondonópolis,Centro-Oeste,232491,49,21.076084665643,31,13.3338494823456,401,306,172.479794916792,131.617998116056,325,291,139.790357476203,125.166135463308
Rio Grande do Sul,4316303,Roque Gonzales,Sul,6847,0,0,0,0,3,3,43.8148094055791,43.8148094055791,8,8,116.839491748211,116.839491748211
Roraima,1400472,Rorainópolis,Norte,30163,0,0,0,0,20,19,66.3064018831018,62.9910817889467,32,32,106.090243012963,106.090243012963
São Paulo,3544251,Rosana,Sudeste,16643,0,0,0,0,34,32,204.290091930541,192.273027699333,39,39,234.332752508562,234.332752508562
Maranhão,2109601,Rosário,Nordeste,42740,0,0,0,0,13,13,30.416471689284,30.416471689284,29,29,67.8521291530183,67.8521291530183
Minas Gerais,3156452,Rosário da Limeira,Sudeste,4594,0,0,0,0,2,2,43.535045711798,43.535045711798,5,5,108.837614279495,108.837614279495
Sergipe,2806107,Rosário do Catete,Nordeste,10855,0,0,0,0,8,8,73.6987563334869,73.6987563334869,9,9,82.9111008751727,82.9111008751727
Paraná,4122651,Rosário do Ivaí,Sul,4786,0,0,0,0,3,3,62.6828249059758,62.6828249059758,4,4,83.5770998746344,83.5770998746344
Rio Grande do Sul,4316402,Rosário do Sul,Sul,39422,8,20.2932372786769,8,20.2932372786769,39,35,98.9295317335498,88.7829130942114,24,24,60.8797118360307,60.8797118360307
Mato Grosso,5107701,Rosário Oeste,Centro-Oeste,17151,0,0,0,0,7,7,40.8139467086467,40.8139467086467,13,13,75.7973296017725,75.7973296017725
São Paulo,3544301,Roseira,Sudeste,10712,0,0,0,0,20,20,186.706497386109,186.706497386109,15,14,140.029873039582,130.694548170276
Alagoas,2707800,Roteiro,Nordeste,6664,0,0,0,0,2,2,30.0120048019208,30.0120048019208,3,3,45.0180072028812,45.0180072028812
Minas Gerais,3156502,Rubelita,Sudeste,5995,0,0,0,0,3,3,50.0417014178482,50.0417014178482,6,6,100.083402835696,100.083402835696
São Paulo,3544400,Rubiácea,Sudeste,3128,0,0,0,0,1,1,31.9693094629156,31.9693094629156,3,3,95.9079283887468,95.9079283887468
Goiás,5218904,Rubiataba,Centro-Oeste,19882,0,0,0,0,11,11,55.326425912886,55.326425912886,31,30,155.919927572679,150.890252489689
Minas Gerais,3156601,Rubim,Sudeste,10241,0,0,0,0,5,5,48.8233570940338,48.8233570940338,6,6,58.5880285128406,58.5880285128406
São Paulo,3544509,Rubinéia,Sudeste,3148,0,0,0,0,2,2,63.5324015247776,63.5324015247776,4,4,127.064803049555,127.064803049555
Pará,1506195,Rurópolis,Norte,50510,0,0,0,0,9,9,17.8182538111265,17.8182538111265,24,24,47.5153434963374,47.5153434963374
Ceará,2311801,Russas,Nordeste,78194,0,0,0,0,34,30,43.4815970534824,38.3661150471903,69,68,88.2420646085377,86.9631941069647
Rio Grande do Norte,2411106,Ruy Barbosa,Nordeste,3600,0,0,0,0,4,4,111.111111111111,111.111111111111,3,3,83.3333333333333,83.3333333333333
Bahia,2927200,Ruy Barbosa,Nordeste,30814,0,0,0,0,11,9,35.698059323684,29.2075030830142,30,30,97.3583436100474,97.3583436100474
Minas Gerais,3156700,Sabará,Sudeste,136344,0,0,0,0,60,55,44.0063369125154,40.3391421698058,88,88,64.5426274716893,64.5426274716893
Paraná,4122701,Sabáudia,Sul,6827,0,0,0,0,6,0,87.8863336751135,0,6,4,87.8863336751135,58.5908891167424
São Paulo,3544608,Sabino,Sudeste,5590,0,0,0,0,4,4,71.5563506261181,71.5563506261181,3,3,53.6672629695885,53.6672629695885
Minas Gerais,3156809,Sabinópolis,Sudeste,15470,0,0,0,0,11,10,71.1053652230123,64.6412411118293,10,10,64.6412411118293,64.6412411118293
Ceará,2311900,Saboeiro,Nordeste,15819,0,0,0,0,7,7,44.2505847398698,44.2505847398698,17,17,107.465705796827,107.465705796827
Minas Gerais,3156908,Sacramento,Sudeste,26185,0,0,0,0,47,47,179.492075615811,179.492075615811,23,22,87.8365476417796,84.0175673095284
Rio Grande do Sul,4316428,Sagrada Família,Sul,2609,0,0,0,0,1,1,38.3288616328095,38.3288616328095,3,3,114.986584898429,114.986584898429
São Paulo,3544707,Sagres,Sudeste,2432,0,0,0,0,1,1,41.1184210526316,41.1184210526316,3,3,123.355263157895,123.355263157895
Pernambuco,2612000,Sairé,Nordeste,9932,0,0,0,0,7,7,70.4792589609344,70.4792589609344,6,6,60.4107933950866,60.4107933950866
