estado,cod_municipio_ibge,nome_municipio,regiao,populacao,leitos_uti_total,leitos_uti_100k_hab,leitos_uti_sus_total,leitos_uti_sus_100k_hab,medicos_total,medicos_sus,medicos_100k_hab,medicos_sus_100k_hab,enfermeiros_total,enfermeiros_sus,enfermeiros_100k_hab,enfermeiros_sus_100k_hab
Ceará,2308500,Mombaça,Nordeste,43797,0,0,0,0,13,13,29.6823983377857,29.6823983377857,27,27,61.6480580861703,61.6480580861703
São Paulo,3530904,Mombuca,Sudeste,3493,0,0,0,0,1,1,28.6286859433152,28.6286859433152,3,3,85.8860578299456,85.8860578299456
Maranhão,2106904,Monção,Nordeste,33434,0,0,0,0,11,11,32.9006400669977,32.9006400669977,43,43,128.611592989173,128.611592989173
São Paulo,3531001,Monções,Sudeste,2259,0,0,0,0,0,0,0,0,3,3,132.802124833997,132.802124833997
Santa Catarina,4211009,Mondaí,Sul,11742,0,0,0,0,8,8,68.1314937830012,68.1314937830012,10,10,85.1643672287515,85.1643672287515
São Paulo,3531100,Mongaguá,Sudeste,56702,0,0,0,0,71,59,125.216041762195,104.052767098162,27,27,47.6173679940743,47.6173679940743
Minas Gerais,3142502,Monjolos,Sudeste,2220,0,0,0,0,3,3,135.135135135135,135.135135135135,2,2,90.0900900900901,90.0900900900901
Piauí,2206407,Monsenhor Gil,Nordeste,10564,0,0,0,0,4,4,37.8644452858766,37.8644452858766,4,4,37.8644452858766,37.8644452858766
Piauí,2206506,Monsenhor Hipólito,Nordeste,7749,0,0,0,0,3,3,38.7146728610143,38.7146728610143,10,10,129.048909536714,129.048909536714
Minas Gerais,3142601,Monsenhor Paulo,Sudeste,8688,0,0,0,0,6,6,69.060773480663,69.060773480663,7,7,80.5709023941068,80.5709023941068
Ceará,2308609,Monsenhor Tabosa,Nordeste,17234,0,0,0,0,6,6,34.8149007775328,34.8149007775328,20,20,116.049669258443,116.049669258443
Paraíba,2509503,Montadas,Nordeste,5669,0,0,0,0,0,0,0,0,3,3,52.9193861351208,52.9193861351208
Minas Gerais,3142700,Montalvânia,Sudeste,14877,0,0,0,0,6,5,40.3307118370639,33.6089265308866,15,15,100.82677959266,100.82677959266
Espírito Santo,3203502,Montanha,Sudeste,18833,0,0,0,0,24,21,127.435883820953,111.506398343334,27,27,143.365369298572,143.365369298572
Rio Grande do Norte,2407708,Montanhas,Nordeste,11251,0,0,0,0,5,5,44.4404941782953,44.4404941782953,10,10,88.8809883565905,88.8809883565905
Rio Grande do Sul,4312351,Montauri,Sul,1453,0,0,0,0,1,1,68.8231245698555,68.8231245698555,2,2,137.646249139711,137.646249139711
Pará,1504802,Monte Alegre,Norte,58032,0,0,0,0,24,21,41.3564929693962,36.1869313482217,32,31,55.1419906258616,53.4188034188034
Rio Grande do Norte,2407807,Monte Alegre,Nordeste,22451,0,0,0,0,19,19,84.6287470491292,84.6287470491292,13,13,57.9038795599305,57.9038795599305
Goiás,5213509,Monte Alegre de Goiás,Centro-Oeste,8606,0,0,0,0,4,4,46.4792005577504,46.4792005577504,3,3,34.8594004183128,34.8594004183128
Minas Gerais,3142809,Monte Alegre de Minas,Sudeste,21120,0,0,0,0,15,15,71.0227272727273,71.0227272727273,14,14,66.2878787878788,66.2878787878788
Sergipe,2804201,Monte Alegre de Sergipe,Nordeste,15031,0,0,0,0,5,5,33.2645865211895,33.2645865211895,11,11,73.182090346617,73.182090346617
Piauí,2206605,Monte Alegre do Piauí,Nordeste,10613,0,0,0,0,5,5,47.1120324130783,47.1120324130783,8,8,75.3792518609253,75.3792518609253
São Paulo,3531209,Monte Alegre do Sul,Sudeste,8038,0,0,0,0,4,3,49.7636227917392,37.3227170938044,7,7,87.0863398855437,87.0863398855437
Rio Grande do Sul,4312377,Monte Alegre dos Campos,Sul,3226,0,0,0,0,7,7,216.986980781153,216.986980781153,1,1,30.9981401115933,30.9981401115933
São Paulo,3531308,Monte Alto,Sudeste,50498,13,25.7435938056953,8,15.8422115727356,70,47,138.619351261436,93.0729929898214,27,22,53.4674640579825,43.5660818250228
São Paulo,3531407,Monte Aprazível,Sudeste,25087,0,0,0,0,28,14,111.61159166102,55.8057958305098,23,22,91.6809502929804,87.6948220193726
Minas Gerais,3142908,Monte Azul,Sudeste,20854,0,0,0,0,17,16,81.5191330200441,76.723889901218,24,24,115.085834851827,115.085834851827
São Paulo,3531506,Monte Azul Paulista,Sudeste,19008,0,0,0,0,17,17,89.4360269360269,89.4360269360269,21,20,110.479797979798,105.218855218855
Minas Gerais,3143005,Monte Belo,Sudeste,13166,0,0,0,0,10,9,75.9532128209023,68.3578915388121,8,8,60.7625702567219,60.7625702567219
Rio Grande do Sul,4312385,Monte Belo do Sul,Sul,2548,0,0,0,0,3,3,117.739403453689,117.739403453689,2,2,78.4929356357928,78.4929356357928
Santa Catarina,4211058,Monte Carlo,Sul,9866,0,0,0,0,6,5,60.8149199270221,50.6790999391851,4,4,40.5432799513481,40.5432799513481
Minas Gerais,3143104,Monte Carmelo,Sudeste,47809,8,16.7332510615156,0,0,51,43,106.674475517162,89.9412244556464,41,39,85.7579116902675,81.5745989248886
São Paulo,3531605,Monte Castelo,Sudeste,4166,0,0,0,0,1,1,24.0038406144983,24.0038406144983,2,2,48.0076812289966,48.0076812289966
Santa Catarina,4211108,Monte Castelo,Sul,8275,0,0,0,0,5,4,60.4229607250755,48.3383685800604,8,8,96.6767371601208,96.6767371601208
Rio Grande do Norte,2407906,Monte das Gameleiras,Nordeste,2105,0,0,0,0,5,5,237.529691211401,237.529691211401,2,2,95.0118764845606,95.0118764845606
Tocantins,1713601,Monte do Carmo,Norte,7947,0,0,0,0,2,2,25.1667295834906,25.1667295834906,7,7,88.0835535422172,88.0835535422172
Minas Gerais,3143153,Monte Formoso,Sudeste,4906,0,0,0,0,1,1,20.3832042397065,20.3832042397065,3,3,61.1496127191194,61.1496127191194
Paraíba,2509602,Monte Horebe,Nordeste,4816,0,0,0,0,1,1,20.7641196013289,20.7641196013289,2,2,41.5282392026578,41.5282392026578
São Paulo,3531803,Monte Mor,Sudeste,59772,0,0,0,0,43,33,71.9400388141605,55.209797229472,34,32,56.8828213879408,53.5367730710031
Rondônia,1101401,Monte Negro,Norte,15852,0,0,0,0,2,2,12.6167045167802,12.6167045167802,9,9,56.775170325511,56.775170325511
Bahia,2921500,Monte Santo,Nordeste,49418,0,0,0,0,17,17,34.4004208992675,34.4004208992675,18,18,36.4239750698126,36.4239750698126
Minas Gerais,3143203,Monte Santo de Minas,Sudeste,21524,0,0,0,0,23,20,106.857461438394,92.9195316855603,23,23,106.857461438394,106.857461438394
Tocantins,1713700,Monte Santo do Tocantins,Norte,2279,0,0,0,0,1,1,43.8788942518649,43.8788942518649,1,1,43.8788942518649,43.8788942518649
Minas Gerais,3143401,Monte Sião,Sudeste,23803,0,0,0,0,22,16,92.4253245389237,67.2184178464899,8,8,33.609208923245,33.609208923245
Paraíba,2509701,Monteiro,Nordeste,33222,0,0,0,0,43,40,129.432303895009,120.402143158148,73,73,219.733911263621,219.733911263621
São Paulo,3531704,Monteiro Lobato,Sudeste,4653,0,0,0,0,9,9,193.423597678917,193.423597678917,6,6,128.949065119278,128.949065119278
Alagoas,2705408,Monteirópolis,Nordeste,7159,0,0,0,0,4,4,55.8737253806398,55.8737253806398,4,4,55.8737253806398,55.8737253806398
Rio Grande do Sul,4312401,Montenegro,Sul,65264,19,29.1125275802893,10,15.3223829369944,202,111,309.512135327286,170.078450600637,114,74,174.675165481736,113.385633733758
Maranhão,2107001,Montes Altos,Nordeste,9160,0,0,0,0,1,1,10.9170305676856,10.9170305676856,11,11,120.087336244541,120.087336244541
Minas Gerais,3143302,Montes Claros,Sudeste,409341,81,19.7879029953022,75,18.3221324030576,1265,983,309.033299864905,240.142082029408,570,553,139.248206263238,135.095189585211
Goiás,5213707,Montes Claros de Goiás,Centro-Oeste,8055,0,0,0,0,3,3,37.243947858473,37.243947858473,9,9,111.731843575419,111.731843575419
Minas Gerais,3143450,Montezuma,Sudeste,8249,0,0,0,0,2,2,24.245363074312,24.245363074312,6,6,72.7360892229361,72.7360892229361
Goiás,5213756,Montividiu,Centro-Oeste,13396,0,0,0,0,8,8,59.7193191997611,59.7193191997611,12,12,89.5789787996417,89.5789787996417
Goiás,5213772,Montividiu do Norte,Centro-Oeste,4479,0,0,0,0,3,3,66.9792364367046,66.9792364367046,4,4,89.3056485822728,89.3056485822728
Ceará,2308708,Morada Nova,Nordeste,61890,0,0,0,0,24,24,38.7784779447407,38.7784779447407,36,36,58.167716917111,58.167716917111
Minas Gerais,3143500,Morada Nova de Minas,Sudeste,8863,0,0,0,0,6,6,67.6971680018053,67.6971680018053,9,9,101.545752002708,101.545752002708
Ceará,2308807,Moraújo,Nordeste,8724,0,0,0,0,2,2,22.9252636405319,22.9252636405319,12,12,137.551581843191,137.551581843191
Pernambuco,2614303,Moreilândia,Nordeste,11270,0,0,0,0,6,6,53.2386867790594,53.2386867790594,11,11,97.6042590949423,97.6042590949423
Paraná,4116109,Moreira Sales,Sul,12121,0,0,0,0,5,5,41.250721887633,41.250721887633,11,11,90.7515881527927,90.7515881527927
Pernambuco,2609402,Moreno,Nordeste,62784,0,0,0,0,44,44,70.0815494393476,70.0815494393476,29,29,46.1901121304791,46.1901121304791
Rio Grande do Sul,4312427,Mormaço,Sul,3085,0,0,0,0,1,1,32.4149108589951,32.4149108589951,4,4,129.659643435981,129.659643435981
Bahia,2921609,Morpará,Nordeste,8519,0,0,0,0,5,5,58.6923347810776,58.6923347810776,11,11,129.123136518371,129.123136518371
Paraná,4116208,Morretes,Sul,16406,0,0,0,0,10,8,60.9533097647202,48.7626478117762,8,8,48.7626478117762,48.7626478117762
Ceará,2308906,Morrinhos,Nordeste,22534,0,0,0,0,8,8,35.5019082275672,35.5019082275672,17,17,75.4415549835804,75.4415549835804
Goiás,5213806,Morrinhos,Centro-Oeste,46136,0,0,0,0,44,33,95.3702098144616,71.5276573608462,17,15,36.8475810646783,32.5125715276574
Rio Grande do Sul,4312443,Morrinhos do Sul,Sul,2949,0,0,0,0,1,1,33.9097999321804,33.9097999321804,3,3,101.729399796541,101.729399796541
São Paulo,3531902,Morro Agudo,Sudeste,32968,0,0,0,0,41,39,124.363018684785,118.296529968454,22,20,66.7313758796409,60.6648871633099
Goiás,5213855,Morro Agudo de Goiás,Centro-Oeste,2248,0,0,0,0,2,2,88.9679715302491,88.9679715302491,1,1,44.4839857651246,44.4839857651246
Piauí,2206654,Morro Cabeça no Tempo,Nordeste,4532,0,0,0,0,2,2,44.1306266548985,44.1306266548985,2,2,44.1306266548985,44.1306266548985
Santa Catarina,4211207,Morro da Fumaça,Sul,17796,0,0,0,0,14,12,78.6693639020005,67.4308833445718,15,15,84.2886041807148,84.2886041807148
Minas Gerais,3143609,Morro da Garça,Sudeste,2462,0,0,0,0,1,1,40.6173842404549,40.6173842404549,3,3,121.852152721365,121.852152721365
Bahia,2921708,Morro do Chapéu,Nordeste,35413,0,0,0,0,22,22,62.1240787281507,62.1240787281507,32,32,90.3622963318555,90.3622963318555
Piauí,2206670,Morro do Chapéu do Piauí,Nordeste,6796,0,0,0,0,2,2,29.4290759270159,29.4290759270159,4,4,58.8581518540318,58.8581518540318
Minas Gerais,3143708,Morro do Pilar,Sudeste,3182,0,0,0,0,1,1,31.4267756128221,31.4267756128221,3,3,94.2803268384664,94.2803268384664
Santa Catarina,4211256,Morro Grande,Sul,2893,0,0,0,0,0,0,0,0,4,4,138.264777048047,138.264777048047
Rio Grande do Sul,4312450,Morro Redondo,Sul,6568,0,0,0,0,5,5,76.1266747868453,76.1266747868453,8,8,121.802679658952,121.802679658952
Rio Grande do Sul,4312476,Morro Reuter,Sul,6407,0,0,0,0,4,4,62.4317153113782,62.4317153113782,4,4,62.4317153113782,62.4317153113782
Maranhão,2107100,Morros,Nordeste,19433,0,0,0,0,8,8,41.1670869140123,41.1670869140123,23,23,118.355374877785,118.355374877785
Bahia,2921807,Mortugaba,Nordeste,12042,0,0,0,0,8,6,66.4341471516359,49.825610363727,14,13,116.259757515363,107.955489121408
São Paulo,3532009,Morungaba,Sudeste,13622,0,0,0,0,7,6,51.3874614594039,44.0463955366319,10,10,73.4106592277199,73.4106592277199
Goiás,5213905,Mossâmedes,Centro-Oeste,4290,0,0,0,0,3,3,69.9300699300699,69.9300699300699,4,4,93.2400932400932,93.2400932400932
Rio Grande do Norte,2408003,Mossoró,Nordeste,297378,95,31.9458736019477,46,15.4685282704168,546,419,183.604705122773,140.898116202275,357,337,120.049230272582,113.323783198488
Rio Grande do Sul,4312500,Mostardas,Sul,12804,0,0,0,0,5,5,39.0502967822556,39.0502967822556,11,10,85.9106529209622,78.1005935645111
São Paulo,3532058,Motuca,Sudeste,4758,0,0,0,0,4,4,84.0689365279529,84.0689365279529,3,3,63.0517023959647,63.0517023959647
Goiás,5214002,Mozarlândia,Centro-Oeste,15659,0,0,0,0,5,5,31.930519190242,31.930519190242,6,6,38.3166230282904,38.3166230282904
Pará,1504901,Muaná,Norte,40349,0,0,0,0,5,5,12.3918808396738,12.3918808396738,10,10,24.7837616793477,24.7837616793477
Roraima,1400308,Mucajaí,Norte,17853,0,0,0,0,7,7,39.2090965103904,39.2090965103904,15,15,84.0194925222652,84.0194925222652
Ceará,2309003,Mucambo,Nordeste,14537,0,0,0,0,4,3,27.5159936713215,20.6369952534911,17,15,116.942973103116,103.184976267455
Bahia,2921906,Mucugê,Nordeste,9062,0,0,0,0,6,6,66.2105495475612,66.2105495475612,12,12,132.421099095122,132.421099095122
Rio Grande do Sul,4312609,Muçum,Sul,4954,0,0,0,0,4,3,80.742834073476,60.557125555107,6,6,121.114251110214,121.114251110214
Bahia,2922003,Mucuri,Nordeste,41748,0,0,0,0,60,37,143.719459614832,88.627000095813,35,35,83.8363514419852,83.8363514419852
Espírito Santo,3203601,Mucurici,Sudeste,5524,0,0,0,0,7,7,126.719768283852,126.719768283852,10,10,181.028240405503,181.028240405503
Rio Grande do Sul,4312617,Muitos Capões,Sul,3162,0,0,0,0,4,4,126.502213788741,126.502213788741,4,4,126.502213788741,126.502213788741
Rio Grande do Sul,4312625,Muliterno,Sul,1893,0,0,0,0,2,2,105.652403592182,105.652403592182,2,2,105.652403592182,105.652403592182
Ceará,2309102,Mulungu,Nordeste,10823,0,0,0,0,8,8,73.9166589670147,73.9166589670147,10,10,92.3958237087683,92.3958237087683
Paraíba,2509800,Mulungu,Nordeste,9902,0,0,0,0,5,5,50.4948495253484,50.4948495253484,6,6,60.5938194304181,60.5938194304181
Bahia,2922052,Mulungu do Morro,Nordeste,10889,0,0,0,0,4,4,36.7343190375608,36.7343190375608,10,10,91.8357975939021,91.8357975939021
Bahia,2922102,Mundo Novo,Nordeste,26776,0,0,0,0,8,8,29.8775022408127,29.8775022408127,15,15,56.0203167015237,56.0203167015237
Mato Grosso do Sul,5005681,Mundo Novo,Centro-Oeste,18366,0,0,0,0,11,10,59.8932810628335,54.4484373298486,11,11,59.8932810628335,59.8932810628335
Goiás,5214051,Mundo Novo,Centro-Oeste,4887,0,0,0,0,4,4,81.8498056067117,81.8498056067117,5,5,102.31225700839,102.31225700839
Minas Gerais,3143807,Munhoz,Sudeste,6029,0,0,0,0,4,4,66.3459943605905,66.3459943605905,5,5,82.9324929507381,82.9324929507381
Paraná,4116307,Munhoz de Melo,Sul,3984,0,0,0,0,2,2,50.2008032128514,50.2008032128514,4,4,100.401606425703,100.401606425703
Bahia,2922201,Muniz Ferreira,Nordeste,7422,0,0,0,0,2,2,26.9469145782808,26.9469145782808,4,4,53.8938291565616,53.8938291565616
Espírito Santo,3203700,Muniz Freire,Sudeste,17465,0,0,0,0,8,7,45.8058975093043,40.0801603206413,17,17,97.3375322072717,97.3375322072717
Bahia,2922250,Muquém do São Francisco,Nordeste,11348,0,0,0,0,2,2,17.6242509693338,17.6242509693338,8,8,70.4970038773352,70.4970038773352
Espírito Santo,3203809,Muqui,Sudeste,15449,0,0,0,0,1,1,6.47291086801735,6.47291086801735,17,17,110.039484756295,110.039484756295
Minas Gerais,3143906,Muriaé,Sudeste,108763,58,53.3269586164413,45,41.3743644437906,300,273,275.829096291938,251.004477625663,216,212,198.596949330195,194.919228046303
Sergipe,2804300,Muribeca,Nordeste,7625,0,0,0,0,4,4,52.4590163934426,52.4590163934426,3,3,39.344262295082,39.344262295082
Alagoas,2705507,Murici,Nordeste,28236,0,0,0,0,11,11,38.9573593993483,38.9573593993483,23,23,81.4562969259102,81.4562969259102
Piauí,2206696,Murici dos Portelas,Nordeste,9159,0,0,0,0,2,2,21.8364450267496,21.8364450267496,4,4,43.6728900534993,43.6728900534993
Tocantins,1713957,Muricilândia,Norte,3551,0,0,0,0,2,2,56.3221627710504,56.3221627710504,4,4,112.644325542101,112.644325542101
Bahia,2922300,Muritiba,Nordeste,29399,0,0,0,0,18,15,61.2265723323923,51.0221436103269,24,24,81.635429776523,81.635429776523
São Paulo,3532108,Murutinga do Sul,Sudeste,4486,0,0,0,0,0,0,0,0,6,6,133.749442710655,133.749442710655
Bahia,2922409,Mutuípe,Nordeste,22221,0,0,0,0,12,5,54.002970163359,22.5012375680662,15,15,67.5037127041987,67.5037127041987
Minas Gerais,3144003,Mutum,Sudeste,26979,0,0,0,0,16,15,59.3053856703362,55.5987990659402,24,23,88.9580785055043,85.2514919011083
Goiás,5214101,Mutunópolis,Centro-Oeste,3778,0,0,0,0,0,0,0,0,3,3,79.4070937003706,79.4070937003706
Minas Gerais,3144102,Muzambinho,Sudeste,20569,0,0,0,0,13,13,63.2019057805435,63.2019057805435,24,23,116.680441441003,111.818756380962
Minas Gerais,3144201,Nacip Raydan,Sudeste,3220,0,0,0,0,1,1,31.055900621118,31.055900621118,4,4,124.223602484472,124.223602484472
São Paulo,3532157,Nantes,Sudeste,3141,0,0,0,0,1,1,31.8369945877109,31.8369945877109,4,4,127.347978350844,127.347978350844
Minas Gerais,3144300,Nanuque,Sudeste,40750,0,0,0,0,45,24,110.429447852761,58.8957055214724,35,30,85.8895705521472,73.6196319018405
Rio Grande do Sul,4312658,Não-Me-Toque,Sul,17624,0,0,0,0,24,19,136.17793917385401,107.807535179301,22,22,124.829777576033,124.829777576033
Minas Gerais,3144359,Naque,Sudeste,6996,0,0,0,0,4,4,57.1755288736421,57.1755288736421,6,6,85.7632933104631,85.7632933104631
São Paulo,3532207,Narandiba,Sudeste,4857,0,0,0,0,4,4,82.355363393041,82.355363393041,5,5,102.944204241301,102.944204241301
Rio Grande do Norte,2408102,Natal,Nordeste,884122,289,32.6877964805762,146,16.5135580836129,2850,2119,322.353702317101,239.67280533682,1417,1245,160.271998660818,140.817669959576
Minas Gerais,3144375,Natalândia,Sudeste,3311,0,0,0,0,1,1,30.2023557837511,30.2023557837511,3,3,90.6070673512534,90.6070673512534
Minas Gerais,3144409,Natércia,Sudeste,4730,0,0,0,0,5,5,105.708245243129,105.708245243129,7,7,147.991543340381,147.991543340381
Tocantins,1714203,Natividade,Norte,9244,0,0,0,0,3,3,32.4534833405452,32.4534833405452,11,11,118.996105581999,118.996105581999
Rio de Janeiro,3303104,Natividade,Sudeste,15317,0,0,0,0,21,20,137.102565776588,130.573872168179,28,28,182.803421035451,182.803421035451
São Paulo,3532306,Natividade da Serra,Sudeste,6661,0,0,0,0,6,6,90.0765650803183,90.0765650803183,3,3,45.0382825401591,45.0382825401591
Paraíba,2509909,Natuba,Nordeste,10454,0,0,0,0,6,6,57.3942988329826,57.3942988329826,11,11,105.222881193801,105.222881193801
Santa Catarina,4211306,Navegantes,Sul,81475,0,0,0,0,47,35,57.686406873274,42.957962565204,46,40,56.4590365142682,49.0948143602332
Mato Grosso do Sul,5005707,Naviraí,Centro-Oeste,54878,0,0,0,0,58,42,105.688982834651,76.5334013630234,35,34,63.7778344691862,61.9556106272094
Tocantins,1714302,Nazaré,Norte,3898,0,0,0,0,2,2,51.3083632632119,51.3083632632119,2,2,51.3083632632119,51.3083632632119
Bahia,2922508,Nazaré,Nordeste,28525,0,0,0,0,19,16,66.6082383873795,56.091148115688,34,33,119.193689745837,115.687992988606
Pernambuco,2609501,Nazaré da Mata,Nordeste,32471,0,0,0,0,41,41,126.266514736226,126.266514736226,38,38,117.027501462844,117.027501462844
Piauí,2206704,Nazaré do Piauí,Nordeste,7339,0,0,0,0,3,3,40.8775037471045,40.8775037471045,4,4,54.5033383294727,54.5033383294727
São Paulo,3532405,Nazaré Paulista,Sudeste,18524,0,0,0,0,1,1,5.3984020729864,5.3984020729864,14,14,75.5776290218095,75.5776290218095
Minas Gerais,3144508,Nazareno,Sudeste,8608,0,0,0,0,7,7,81.3197026022305,81.3197026022305,9,9,104.553903345725,104.553903345725
Paraíba,2510006,Nazarezinho,Nordeste,7301,0,0,0,0,4,4,54.7870154773319,54.7870154773319,7,7,95.8772770853308,95.8772770853308
Piauí,2206720,Nazária,Nordeste,8570,0,0,0,0,3,3,35.0058343057176,35.0058343057176,6,6,70.0116686114352,70.0116686114352
Goiás,5214408,Nazário,Centro-Oeste,9142,0,0,0,0,3,3,32.8155764602932,32.8155764602932,11,11,120.323780354408,120.323780354408
Sergipe,2804409,Neópolis,Nordeste,18719,0,0,0,0,21,18,112.185479993589,96.1589828516481,23,23,122.86981142155,122.86981142155
Minas Gerais,3144607,Nepomuceno,Sudeste,26769,0,0,0,0,16,14,59.7706302065822,52.2993014307595,12,12,44.8279726549367,44.8279726549367
Goiás,5214507,Nerópolis,Centro-Oeste,29850,50,167.50418760469,48,160.804020100503,20,19,67.0016750418761,63.6515912897822,24,24,80.4020100502513,80.4020100502513
São Paulo,3532504,Neves Paulista,Sudeste,8930,0,0,0,0,11,9,123.180291153415,100.783874580067,6,6,67.1892497200448,67.1892497200448
Amazonas,1303007,Nhamundá,Norte,21173,0,0,0,0,8,8,37.7839701506636,37.7839701506636,19,19,89.736929107826,89.736929107826
São Paulo,3532603,Nhandeara,Sudeste,11478,0,0,0,0,24,18,209.095661265029,156.821745948772,19,18,165.534065168148,156.821745948772
Rio Grande do Sul,4312674,Nicolau Vergueiro,Sul,1682,0,0,0,0,0,0,0,0,2,2,118.906064209275,118.906064209275
Bahia,2922607,Nilo Peçanha,Nordeste,13997,0,0,0,0,5,5,35.7219404158034,35.7219404158034,9,9,64.2994927484461,64.2994927484461
Rio de Janeiro,3303203,Nilópolis,Sudeste,162485,8,4.92353140289873,6,3.69264855217405,290,214,178.478013355079,131.704465027541,153,125,94.1625380804382,76.9301781702926
Maranhão,2107209,Nina Rodrigues,Nordeste,14454,0,0,0,0,10,10,69.185000691849993,69.185000691849993,7,7,48.429500484295,48.429500484295
Minas Gerais,3144656,Ninheira,Sudeste,10295,0,0,0,0,5,5,48.5672656629432,48.5672656629432,10,10,97.1345313258864,97.1345313258864
Mato Grosso do Sul,5005806,Nioaque,Centro-Oeste,13930,0,0,0,0,7,7,50.251256281407,50.251256281407,10,10,71.7875089734386,71.7875089734386
São Paulo,3532702,Nipoã,Sudeste,5213,0,0,0,0,1,1,19.1828122002686,19.1828122002686,6,6,115.096873201611,115.096873201611
Goiás,5214606,Niquelândia,Centro-Oeste,46388,0,0,0,0,29,13,62.5161679744762,28.0244890920066,33,30,71.1390876950936,64.6718979046305
Rio Grande do Norte,2408201,Nísia Floresta,Nordeste,27602,0,0,0,0,11,11,39.8521846243026,39.8521846243026,19,19,68.8355916237954,68.8355916237954
